,Unnamed: 0,request,gold_judgment,direct_source,model_pred,reasoning
15,570,Where were the two atomic bombs dropped in japan?,fully specified,AmbigQA,fully specified,The query asks for the locations of the two atomic bombs dropped on Japan. Historical records confirm that the United States dropped atomic bombs on Hiroshima and Nagasaki in August 1945. The question is direct and does not require additional context or clarification to answer.
16,331,When did the japanese river otter become extinct?,fully specified,AmbigQA,fully specified,"The query asks for the specific time when the Japanese river otter became extinct. The term ""Japanese river otter"" refers to a distinct species (Neovison vison), and the extinction event is a historically documented occurrence. The question is clear and seeks a precise answer based on established biological records."
17,976,Scratches in rock produced by glacial abrasion are called?,fully specified,AmbigQA,fully specified,"The query asks for the specific term used to describe scratches in rock formed by glacial abrasion. This is a direct, factual question about a geological feature (glacial striations) with no ambiguity in the subject matter or required details. The question is focused and does not require additional context or parameters to answer."
18,892,Who plays val in my name is lenny?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays the character ""Val"" in the movie ""My Name is Lenny."" The title of the movie and the character's name are clearly specified, providing enough context to identify the correct answer."
19,1905,Who played draco malfoy in the harry potter movies?,fully specified,AmbigQA,fully specified,"The query asks for the actor who played Draco Malfoy in the Harry Potter movies. The question is specific, referencing a well-defined role (Draco Malfoy) within a clearly identified franchise (Harry Potter movies). There is no ambiguity or missing information that would require further clarification."
20,1457,Where did the name kellogg's come from?,fully specified,AmbigQA,fully specified,"The query asks for the origin of the name ""Kellogg's,"" which is a specific question about the historical background or etymology of the brand name. The user is seeking information about the company's naming convention, likely related to its founder or historical context. The question is direct and does not require further clarification."
21,709,What laws directed the flow of goods between england and the colonies?,fully specified,AmbigQA,fully specified,"The query asks about laws governing the flow of goods between England and its colonies. The most relevant historical answer is the Navigation Acts, a series of laws enacted by the British Parliament between 1651 and 1696 to regulate colonial trade. While the query does not specify a particular act or time period, the context of ""England and the colonies"" directly points to the Navigation Acts as the primary answer. The question is sufficiently specific to identify this historical framework."
22,794,When does braxton family values season 5 start?,fully specified,AmbigQA,fully specified,"The query asks for the start date of Braxton Family Values season 5. The query includes the specific show name, season number, and the exact information requested (start date). There is no ambiguity or missing context required to answer the question."
23,80,Who won artist of the year at mama 2017?,fully specified,AmbigQA,fully specified,"The query asks for the winner of the ""Artist of the Year"" award at the ""Mama 2017"" event. ""Mama"" refers to the Premios Grammy Latin, a specific music award ceremony. The query specifies the award category (""Artist of the Year"") and the year (2017), which are sufficient to identify the winner without ambiguity. No additional context or details are needed."
24,929,Who set up the first stockyard for texas cattle in abilene kansas?,fully specified,AmbigQA,fully specified,"The query asks for the specific individual who established the first stockyard for Texas cattle in Abilene, Kansas. The location (Abilene, Kansas), the type of establishment (stockyard for Texas cattle), and the focus on the ""first"" instance provide sufficient context to identify a historical figure associated with this event. While historical details may require verification, the query is clear and specific enough to elicit a definitive answer."
25,683,Who did we buy the gadsden purchase from?,fully specified,AmbigQA,fully specified,"The query asks about the seller of the Gadsden Purchase, a historically documented event where the United States acquired land from Mexico in 1853. The question is specific to a well-defined historical transaction, and the answer (Mexico) is unambiguous based on established historical records."
26,1875,Who did the singing for bart in the movie i can only imagine?,fully specified,AmbigQA,fully specified,"The query asks about the singer for the character ""Bart"" in the movie ""I Can Only Imagine."" The movie is a biographical film about Bart Millard, a real-life Christian singer. The query is specific to the movie's context and refers to the character's singing role, which is directly tied to Bart Millard's real-life contributions. The necessary information to answer the question is provided: the movie title, the character name, and the context of singing."
27,1328,Who plays the indian in wayne's world 2?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays the character ""the Indian"" in the movie ""Wayne's World 2."" The question is specific about the movie title and the character name, providing enough information to identify the actor. There is no ambiguity in the request, as the film and character are clearly defined."
28,1936,Who played the original jason on friday the 13th?,fully specified,AmbigQA,fully specified,"The query asks for the actor who played the original Jason Voorhees in the Friday the 13th franchise. The term ""original Jason"" clearly refers to the first iteration of the character in the franchise, which is from the 1978 film ""Friday the 13th Part 1."" The question is specific enough to identify the correct answer without requiring additional context or clarification."
29,576,When did toyota start selling cars in the us?,fully specified,AmbigQA,fully specified,"The query asks for a specific historical event: the year Toyota began selling cars in the United States. The question is clear, concise, and requires a factual answer based on known historical data. There is no ambiguity or missing information that would require further clarification."
30,799,How many episodes in season 2 of wynonna earp?,fully specified,AmbigQA,fully specified,"The query asks for the number of episodes in season 2 of ""Wynonna Earp."" The show title and season number are explicitly provided, and there is no ambiguity or missing information that would require further clarification. The question is specific and directly targets a known, fixed value."
31,157,Who was the president of nigeria in 1971?,fully specified,AmbigQA,fully specified,"The query asks for the president of Nigeria in 1971. This is a specific historical question that requires identifying the head of state during that exact year. Nigeria's presidency in the 1970s was under military rule, and the head of state in 1971 was General Yakubu Gowon. The query provides a clear timeframe and subject, making it unambiguous."
32,100,What geographical feature of the ocean floor is between the shoreline and the continental slope?,fully specified,AmbigQA,fully specified,"The question asks for a geographical feature of the ocean floor located between the shoreline and the continental slope. This feature is known as the continental shelf, which is a relatively shallow, flat area extending from the shoreline to the edge of the continental slope. The query is specific and directly references well-defined geological terms, leaving no ambiguity about the expected answer."
33,1294,When was the first person sent to space?,fully specified,AmbigQA,fully specified,"The query asks for the date when the first person was sent to space, which is a specific historical event with a well-documented answer (Yuri Gagarin's flight on April 12, 1961). The question is clear and does not require further clarification to determine the answer."
34,1505,Who played the mohawk guy in road warrior?,fully specified,AmbigQA,fully specified,"The query asks for the actor who played the ""mohawk guy"" in the movie ""Road Warrior."" The term ""mohawk guy"" clearly refers to the main protagonist, Mel Gibson's character in the 1981 film. The movie title and specific character description provide sufficient context to identify the actor uniquely."
35,1509,Who is jay park asia's got talent?,fully specified,AmbigQA,fully specified,"The query asks for the identity of ""Jay Park"" in the context of ""Asia's Got Talent."" While ""Jay Park"" is a known figure (a rapper and actor), the query does not provide additional context (e.g., specific episode, year, or role) that would require further clarification. The question is straightforward and refers to a publicly known individual's association with the show."
36,780,2014 kia soul front or rear wheel drive?,fully specified,AmbigQA,fully specified,"The query asks about the drivetrain (front or rear wheel drive) of a 2014 Kia Soul. The model year, make, and specific question about drivetrain configuration are sufficient to determine the answer, as the 2014 Kia Soul is a front-wheel drive vehicle."
37,951,Who plays avery in when we first met?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays the character ""Avery"" in the movie ""When We First Met."" The query specifies both the movie title and the character name, which are sufficient to identify the actor. The question is clear and directly seeks a specific piece of information."
38,1673,Who had the right in the roman republic to declare war?,fully specified,AmbigQA,fully specified,"The query asks about the specific authority in the Roman Republic to declare war. This is a well-defined historical question related to the political structure of the Roman Republic. The answer lies in the role of the Senate, which held significant authority, including the power to declare war. The question is not ambiguous and requires knowledge of Roman political institutions."
39,251,Who was the voice of erica in hotel transylvania 3?,fully specified,AmbigQA,fully specified,"The query asks for the voice actor of a specific character in a particular movie. The character ""Erica"" and the movie ""Hotel Transylvania 3"" are clearly identified, providing sufficient context to determine the answer."
40,148,Where is the liver located in the human anatomy?,fully specified,AmbigQA,fully specified,"The query asks for the anatomical location of the liver in humans. The liver is a well-defined organ with a standard location in human anatomy, typically described as being in the upper right quadrant of the abdomen, beneath the diaphragm. The question is specific to human anatomy and does not require additional context or clarification to answer."
41,713,Where do the 6 carbon atoms in glucose come from?,fully specified,AmbigQA,fully specified,"The query asks about the origin of the 6 carbon atoms in glucose. This is a standard biological question typically answered in the context of photosynthesis, where plants absorb carbon dioxide (CO₂) from the atmosphere and use it to synthesize glucose. The question does not require additional context or ambiguity to answer, as the source of carbon in glucose is a well-established fact in biology."
42,714,Latin for dont let the bastards wear you down?,fully specified,AmbigQA,fully specified,"The query asks for the Latin translation of the English idiom ""don't let the bastards wear you down."" This is a specific linguistic request for a known phrase, and the Latin equivalent ""non permitas bastardis te abasculere"" is a direct, widely recognized translation. The query is clear and unambiguous, requiring a factual answer without additional context or interpretation."
43,1216,What came out first arkham city or arkham asylum?,fully specified,AmbigQA,fully specified,"The user is asking for the release order of two specific Batman games: Arkham City and Arkham Asylum. This is a factual question about game release dates, which can be answered with known information. The query is clear and directly seeks a comparison of two distinct titles' release dates."
44,1130,Who played the judge in hang em high?,fully specified,AmbigQA,fully specified,"The query asks for the actor who played the judge in the 1958 film ""Hang Em High."" The query is specific about the movie title and the character role, providing enough information to identify the actor without ambiguity."
45,1747,What city are the sand dunes in colorado?,fully specified,AmbigQA,fully specified,"The query asks for a specific city in Colorado known for its sand dunes. While there may be multiple locations with sand dunes in Colorado, the question implies a single, well-defined answer (e.g., Canon City or the Colorado Desert). The query provides sufficient context to identify a unique city associated with sand dunes in the state."
46,1931,When does far cry 5 come out pc?,fully specified,AmbigQA,fully specified,"The query asks for the specific release date of ""Far Cry 5"" on PC. The title and platform are clearly specified, and the information required is a concrete, publicly available fact."
47,1696,How many episodes in season 4 agents of shield?,fully specified,AmbigQA,fully specified,"The query asks for the number of episodes in season 4 of *Agents of SHIELD*. This is a specific question about a well-defined TV series season, and the answer is known to be 6 episodes."
48,1656,Who started the first news paper in india?,fully specified,AmbigQA,fully specified,"The query asks for the person who started the first newspaper in India. The question is specific to India and refers to the ""first newspaper,"" which is a well-documented historical fact. The query does not require additional context or information beyond the scope of historical records."
49,693,Who plays klaus in a series of unfortunate events netflix?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays Klaus in the Netflix series ""A Series of Unfortunate Events."" The show is a well-known adaptation of the children's book series, and Klaus is a specific character in the series. The question is clear and directly seeks a factual answer about the cast member."
50,777,Ratio of length and width of indian flag?,fully specified,AmbigQA,fully specified,"The Indian flag's dimensions are officially standardized. The ratio of the flag's length to width is a well-documented fact, specified as 3:2. This ratio is explicitly defined by the Indian Constitution and is widely recognized as a fixed measurement. The query directly asks for this ratio, which is a concrete, unambiguous value."
51,668,Who played the maniac in it's always sunny?,fully specified,AmbigQA,underspecified,"The query asks about the actor who played ""the maniac"" in ""It's Always Sunny,"" but the term ""maniac"" is not a standard or officially recognized character name in the show. The show's main characters are the gang (e.g., Charlie, Dennis, Dee, Frank), and ""maniac"" could refer to a specific episode's antagonist or a non-canonical nickname. The query lacks specificity about which character, episode, or context is being referenced."
52,281,What type of memory does reid have on criminal minds?,fully specified,AmbigQA,fully specified,"The query asks about the type of memory that Dr. Reid has in the context of the TV show ""Criminal Minds."" This is a specific reference to the character's established trait in the series, which is his exceptional memory, often depicted as a photographic or high-capacity recall ability. The question does not require additional context or clarification, as it directly references the character's well-known attribute within the show's narrative."
53,1426,Where was the first north american indigenous games held?,fully specified,AmbigQA,fully specified,"The query asks for the specific location of the first North American Indigenous Games. The question is direct and does not contain ambiguous or missing information required to answer it. The necessary details (e.g., ""first North American Indigenous Games"" and ""where was it held?"") are explicitly provided, allowing for a definitive answer."
54,63,Who plays donna's grandfather in doctor who?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays Donna's grandfather in *Doctor Who*. Donna's grandfather is a specific character from the episode ""The Parting of the Ways,"" where he is portrayed by David Tennant. The query is focused on a well-defined character in a specific context of the series, making the question unambiguous."
55,516,When does season 4 of orange is the new black start?,fully specified,AmbigQA,fully specified,"The query asks for the start date of Season 4 of ""Orange Is the New Black."" This is a specific, well-documented piece of information related to a known TV series. The question is clear and directly requests a factual answer about the release date of a specific season."
56,530,Who sang the song he stopped loving her today?,fully specified,AmbigQA,fully specified,"The query asks for the singer of the song ""He Stopped Loving Her Today,"" which is a specific and unambiguous request. The song title is clearly provided, and the question is direct, requiring identification of the artist. No additional context or parameters are needed to answer this question."
57,1017,The 2010 commonwealth games held in which country?,fully specified,AmbigQA,fully specified,"The query asks for the country that hosted the 2010 Commonwealth Games. The year (2010) and the event (Commonwealth Games) are explicitly provided, which uniquely identify the event. The host country for this specific event is historically known to be New Delhi, India. The query contains sufficient information to determine the answer without ambiguity."
58,1873,What county is jersey city nj located in?,fully specified,AmbigQA,fully specified,"The query asks for the county in which Jersey City, NJ is located. The question is specific to a particular city (Jersey City) and state (New Jersey), which are sufficient to determine the correct county (Hudson County). The query contains all necessary information to answer the question without ambiguity."
59,1634,Who plays the teacher on f the prom?,fully specified,AmbigQA,fully specified,"The query contains a typo (""f the prom"" instead of ""The Prom""), which likely refers to the 2020 musical film ""The Prom."" The question is asking about the actor who plays the teacher in this film. While the typo introduces ambiguity, the intended meaning is clear enough to determine a specific answer."
60,1217,Where did the bay of pigs take place?,fully specified,AmbigQA,fully specified,"The query asks for the location of the Bay of Pigs, a historical event. The Bay of Pigs is a specific geographical location on the southern coast of Cuba. The question is direct and unambiguous, requiring a factual answer about the event's location."
61,701,In which country there is a provision of due process of law?,fully specified,AmbigQA,underspecified,"The query asks for a country that includes a provision of due process of law. However, due process is a fundamental legal principle enshrined in the constitutions of numerous countries, including the United States, Canada, India, Germany, and many others. The question does not specify a particular country or context, making it impossible to determine a unique answer."
62,1382,Who did the british side with in the french and indian war?,fully specified,AmbigQA,fully specified,"The query asks for the specific allies of the British during the French and Indian War. The French and Indian War (1754–1763) was primarily a conflict between British and French forces in North America, with the British aligning with the Iroquois Confederacy and other Native American groups. The question is clear and seeks a historical fact about British alliances, which is well-defined and answerable with specific historical knowledge."
63,1850,How many seasons of shameless usa is there?,fully specified,AmbigQA,fully specified,"The query asks for the number of seasons of ""Shameless USA."" This refers to the US version of the show, which is distinct from the UK original. The title ""Shameless USA"" is specific and unambiguous, indicating the user is asking about the US iteration. The question is clear and does not require further clarification."
64,283,What kind of car was ramone from cars?,fully specified,AmbigQA,fully specified,"The query refers to ""Ramone from Cars,"" which is a well-known character from the 2006 Pixar animated film ""Cars."" The question is specific enough to identify the character and the context (the movie ""Cars""), allowing for a definitive answer about the type of car Ramone drives. There is no ambiguity in the reference to the movie or the character."
65,456,Who sings tequila makes her cloths fall off?,fully specified,AmbigQA,fully specified,"The query asks for the artist of the song ""Tequila Makes Her Clothes Fall Off,"" which is a specific song title. The request is clear and unambiguous, as it directly references a known song and seeks the singer's name."
66,1160,How many episodes of switched at birth season 1?,fully specified,AmbigQA,fully specified,"The query asks for the number of episodes in Season 1 of ""Switched at Birth"". The show title and season number are clearly specified, providing enough information to determine the answer."
67,1737,Who plays gary in only fools and horses?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays the character ""Gary"" in the TV show ""Only Fools and Horses."" The show and character are clearly specified, and the question is direct. The answer is known to be David Jason, a well-established actor in the series."
68,1846,Which city is famous for its large cinco de mayo celebration?,fully specified,AmbigQA,fully specified,"The query asks for a specific city known for its large Cinco de Mayo celebration. While there are multiple cities with significant celebrations (e.g., San Antonio, Texas; Mexico City), the query is clear and directly seeks a single answer. The question is not ambiguous or missing critical details."
69,1075,How many episodes in chicago med season 3?,fully specified,AmbigQA,fully specified,"The query asks for the number of episodes in Season 3 of ""Chicago Med."" The user has provided a specific show title and season number, which are sufficient to determine the answer. The question is clear and contains all necessary information to find the answer."
70,1932,When was the not too young to run bill signed into law?,fully specified,AmbigQA,underspecified,"The query asks about the signing date of the Not Too Young to Run Bill. However, the query does not specify which state or country the bill refers to, nor does it mention the exact name of the bill. There are multiple bills with similar names in different jurisdictions, and without additional context, it's impossible to determine the correct bill and its enactment date."
71,432,Sky living nashville season 6 how many episodes?,fully specified,AmbigQA,fully specified,"The query asks for the number of episodes in Season 6 of ""Sky Living Nashville."" The question is specific, referencing a particular show, season, and the type of content (episodes). There is no ambiguity or missing information that would require further clarification."
72,871,What war is in the wonder woman movie?,fully specified,AmbigQA,fully specified,"The query asks for the specific war depicted in the 2017 Wonder Woman movie. The film's plot is centered around World War II, with key events like the Battle of Greece and the broader context of the Allied vs. Axis conflict. The question is direct and unambiguous, as the movie's war is a well-defined historical event."
73,1006,When did the us recognize texas as an independent nation?,fully specified,AmbigQA,fully specified,"The query asks for a specific historical event's date: when the United States recognized Texas as an independent nation. This requires identifying the exact date of U.S. recognition, which is a well-documented historical fact (April 21, 1836). The question is clear and seeks a definitive answer, not a range of possibilities or broader context."
74,1185,When did apple begin to sell the lisa computer?,fully specified,AmbigQA,fully specified,The query asks for the specific date when Apple began selling the Lisa computer. The question is clear and directly requests a factual date related to a specific product (the Lisa computer) and a specific event (beginning of sales). There is no ambiguity or missing information in the query.
75,165,Who gave the concept of ingroup and outgroup?,fully specified,AmbigQA,fully specified,"The query asks for the originator of the concept of ""ingroup"" and ""outgroup."" These terms are well-established in social psychology, with Henri Tajfel being the most prominent figure associated with their development through his work on social identity theory. The question is specific, direct, and does not require further clarification or additional context to answer."
76,791,Who won america's got talent 2017 finals?,fully specified,AmbigQA,fully specified,"The query asks for the winner of America's Got Talent 2017 finals. The show name, year, and event (finals) are explicitly specified, providing sufficient context to identify the winner without ambiguity."
77,118,Who won the battle of blackburn's ford?,fully specified,AmbigQA,fully specified,"The query asks for the outcome of the Battle of Blackburn's Ford, a specific historical event during the American Civil War. The battle occurred on July 16, 1863, and involved Union forces under General George Meade defeating Confederate forces led by General James Longstreet. The query is clear and unambiguous, providing sufficient context to determine the winner."
78,378,How many nuclear weapons did the soviet union have in 1945?,fully specified,AmbigQA,underspecified,"The query asks about the number of nuclear weapons the Soviet Union had in 1945. However, the Soviet Union as a sovereign country did not exist in 1945. The USSR (Union of Soviet Socialist Republics) was established in 1922, and during World War II (1939-1945), the Soviet Union was part of the Allied forces under the Soviet Republics. The question contains a historical inaccuracy, making the query underspecified due to incorrect temporal and geopolitical context."
79,1274,Who plays the punisher on the netflix show?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays the Punisher in the Netflix show. The show in question is explicitly named as ""Netflix,"" and the character is clearly identified as ""the Punisher."" This provides sufficient context to determine the answer without ambiguity."
80,1701,Who plays lauren in make it or break it?,fully specified,AmbigQA,fully specified,"The query asks for the actor who plays the character ""Lauren"" in the TV show ""Make It or Break It."" The question is specific, referencing a well-known reality TV series and a particular character name. The required information to answer the query is unambiguous and complete."
81,1011,How many base pairs in diploid human genome?,fully specified,AmbigQA,fully specified,"The question asks for the number of base pairs in a diploid human genome. Humans are diploid, meaning they have two sets of chromosomes (2n). The haploid human genome consists of approximately 3.2 billion base pairs. Multiplying this by two gives the diploid genome size. The query is straightforward and references a well-defined biological fact."
82,554,Who played sam adams in sons of liberty?,fully specified,AmbigQA,fully specified,"The query asks for the actor who played Sam Adams in the TV show ""Sons of Liberty."" The show's title and the character's name are explicitly provided, leaving no ambiguity about the specific production or role in question. The question is direct and contains all necessary information to identify the actor."
83,1752,Who won the first academy award for best picture?,fully specified,AmbigQA,fully specified,"The query asks for the winner of the first Academy Award for Best Picture, which is a specific historical question. The necessary details are provided: ""first academy award for best picture,"" which unambiguously refers to the inaugural award in that category. The answer can be determined from historical records without requiring additional context or clarification."
84,598,Who died in the book into thin air?,fully specified,AmbigQA,fully specified,"The query refers to the book ""Into Thin Air,"" a well-known title by Jon Krakauer. The question is specific about identifying characters who died in the book, which is a clear and unambiguous reference. The title, while misspelled in the query (lowercase ""into thin air"" instead of ""Into Thin Air""), is sufficiently specific to identify the intended work. The question is focused and does not require additional context or clarification."
85,1658,Where was the show 13 reasons why filmed?,fully specified,AmbigQA,fully specified,"The query asks for the filming location of the TV show ""13 Reasons Why,"" which is a specific and well-defined question. The show's title is clearly provided, and the request is straightforward, requiring a direct answer about its filming location."
86,1618,In riverdale who does betty end up with?,fully specified,AmbigQA,fully specified,"The query asks about the final relationship status of Betty in the TV show ""Riverdale."" The show has a known conclusion where Betty's relationship with Archie is central. The question is specific to the series' ending and does not require additional context beyond the show's established narrative."
87,1312,Volleyball became an official sport in the summer olympics in this year?,fully specified,AmbigQA,underspecified,"The query asks for the year volleyball became an official sport in the Summer Olympics, but ends with ""in this year?"" which is ambiguous. The term ""this year"" refers to the year the question is asked, which varies depending on when the user is inquiring. Without additional context or a specific year provided in the query, the question cannot be fully resolved."
88,1490,How many times csk reached final in ipl?,fully specified,AmbigQA,fully specified,"The query asks for the number of times the Chennai Super Kings (CSK) reached the final in the Indian Premier League (IPL). The question is specific, referencing a particular team and tournament, and seeks a factual count. No additional context or parameters are required to answer this question, as it is a direct inquiry for a known statistic."
89,733,Who plays the devil in tenacious d tribute?,fully specified,AmbigQA,underspecified,"The query asks about the actor or musician who plays the devil in a ""Tenacious D tribute,"" but it does not specify which tribute performance, band, or context is being referenced. Without additional details (e.g., a specific album, live show, or tribute band), the question cannot be fully answered."
90,1660,When did cars become more common than horses?,fully specified,AmbigQA,underspecified,"The query asks for a specific historical point in time when cars became more common than horses. However, it does not specify a geographic region, country, or time frame, which are critical details needed to provide a precise answer. The term ""common"" could also be interpreted differently without additional context."
91,453,Who played the king in game of thrones season 1?,fully specified,AmbigQA,fully specified,"The query specifically asks about the actor who played the king in Game of Thrones season 1. The term ""the king"" refers to a specific character (King Robert Baratheon) in the show's first season, and the context of ""Game of Thrones season 1"" provides sufficient detail to identify the correct answer. There is no ambiguity or missing information."
92,1863,Who dies in season 2 of orange is the new black?,fully specified,AmbigQA,fully specified,"The query asks about specific characters who die in season 2 of ""Orange Is the New Black."" The show and season are clearly specified, and the question is direct, requiring knowledge of a particular plot point. The answer is unambiguous and can be determined from the show's established canon."
93,644,What year did the ipod touch 4 come out?,fully specified,AmbigQA,fully specified,"The query asks for the release year of the iPod Touch 4, a specific product model. The question is clear and provides all necessary information to identify the correct answer (the year 2012). There is no ambiguity or missing context."
94,1518,What is the record for most wins in jeopardy?,fully specified,AmbigQA,fully specified,"The query asks for the record of the most wins in Jeopardy, which refers to the highest number of games won by a player in the show's history. This is a specific, well-defined question that requires a factual answer. The term ""record"" implies a standardized, publicly known achievement, and the context of ""Jeopardy"" clearly identifies the game show in question. No additional clarification is needed to determine the answer."
95,144,What is the function of starch granules in plant cells?,fully specified,AmbigQA,fully specified,"The query asks for the function of starch granules in plant cells. This is a specific biological question about a well-defined cellular structure. The question does not require additional context, assumptions, or clarification to answer based on standard biological knowledge."
96,946,Who wrote the song paint me a birmingham?,fully specified,AmbigQA,fully specified,"The query asks for the writer of the song ""Paint Me a Birmingham."" The title is specific and unambiguous. While the song may not be widely known, the title itself is unique enough to identify the song unambiguously. The request is focused on a single, clearly defined song title, which allows for a definitive answer."
97,369,Who wrote the song the night the lights went out in georgia?,fully specified,AmbigQA,fully specified,"The query asks for the writer of the song ""the night the lights went out in georgia,"" which is a specific song title. The request is clear and unambiguous, as the song is widely recognized and its authorship is well-documented."
98,1478,Who played harmonica on the wizard black sabbath?,fully specified,AmbigQA,underspecified,"The query asks about the harmonica player on ""Wizard Black Sabbath,"" but the term ""Wizard Black Sabbath"" is not a standard or clearly defined reference. Black Sabbath is a known band, but ""Wizard"" could be a typo, a specific album/track title, or a misstatement. The query lacks specificity about which song, album, or context the harmonica was played in, making it ambiguous."
99,1592,Using the letters of a word to make a poem?,fully specified,AmbigQA,underspecified,"The query asks about creating a poem using the letters of a word but does not specify which word, how the letters should be arranged, or any constraints on the poem's structure. Essential details like the target word, poem format, and rules for letter usage are missing."
100,543,In day of the locust where is tod hackett originally from?,fully specified,AmbigQA,underspecified,"The query asks about the origin of ""Tod Hackett"" from the movie ""Day of the Locust."" However, the query does not explicitly clarify whether it refers to the fictional character in the film or the real-life actor (Tod Hackett) who portrayed the character. The question is ambiguous because it could be interpreted in two ways: (1) the character's background in the story, or (2) the birthplace of the real person. Without additional context, the query lacks specificity."
101,816,When does the big bang theory season 11 start?,fully specified,AmbigQA,fully specified,"The query asks for the start date of ""The Big Bang Theory"" Season 11. The show's season numbers are explicitly tied to specific air dates, and Season 11 is a well-documented, publicly available piece of information. The query provides sufficient context (the show title and season number) to determine the answer without ambiguity."
102,153,When was the last time mexico made it to the quarter finals in the world cup?,fully specified,AmbigQA,fully specified,"The query asks for the most recent instance when Mexico reached the quarterfinals in the World Cup. The question is specific to a historical event involving a clearly defined team (Mexico), competition (FIFA World Cup), and stage (quarterfinals). The request is unambiguous and does not require additional context or clarification to determine the answer."
